timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,device,message,packet_size,packet_rate,byte_rate,tcp_flags
2025-08-08T05:06:03.993159Z,166.194.112.120,13133,221.119.222.46,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,1669,109,47720,1
2025-08-08T05:06:03.993252Z,142.152.172.5,63752,148.179.144.57,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1251,36,60473,2
2025-08-08T05:06:03.993289Z,210.53.11.10,36966,184.64.73.32,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,1118,138,10016,2
2025-08-08T05:06:03.993321Z,114.151.194.180,11875,233.125.4.222,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,2300,26,10069,16
2025-08-08T05:06:03.993382Z,135.172.213.94,18757,225.170.107.193,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1390,44,96447,2
2025-08-08T05:06:03.993419Z,103.214.194.245,29899,161.78.100.81,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,943,122,28584,0
2025-08-08T05:06:03.993451Z,178.58.200.11,58847,77.225.40.30,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2739,130,31837,0
2025-08-08T05:06:03.993483Z,253.150.126.74,34054,12.122.211.102,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,264,199,11891,16
2025-08-08T05:06:03.993514Z,244.245.128.168,53767,173.252.75.46,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,2922,100,75488,2
2025-08-08T05:06:03.993545Z,56.66.224.21,20383,110.141.155.83,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,1623,47,75602,1
2025-08-08T05:06:03.993577Z,139.174.77.207,53369,166.221.19.136,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,462,23,50186,1
2025-08-08T05:06:03.993607Z,169.167.102.67,32048,142.130.36.113,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,1080,186,27304,16
2025-08-08T05:06:03.993638Z,234.46.83.127,54232,139.71.91.198,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,2237,45,21660,0
2025-08-08T05:06:03.993669Z,72.193.216.73,52819,134.65.141.95,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,1548,37,36987,16
2025-08-08T05:06:03.993701Z,72.233.53.3,30646,164.235.170.146,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1517,193,82386,16
2025-08-08T05:06:03.993733Z,141.179.229.219,9495,72.195.204.1,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1192,191,18108,1
2025-08-08T05:06:03.993764Z,50.106.159.242,64717,182.35.78.98,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,1128,73,19138,16
2025-08-08T05:06:03.993823Z,109.194.198.30,6732,159.224.174.240,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,166,182,38643,1
2025-08-08T05:06:03.993918Z,200.63.44.254,21512,174.114.138.171,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,136,141,85180,16
2025-08-08T05:06:03.993979Z,125.44.244.160,1671,233.218.57.247,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2966,165,42935,0
2025-08-08T05:06:03.994019Z,109.43.223.110,36896,206.73.11.183,80,UDP,BLOCK,firewall-01,Connection blocked via UDP,2841,129,49066,0
2025-08-08T05:06:03.994054Z,137.171.124.177,27034,122.1.65.23,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,281,153,64223,2
2025-08-08T05:06:03.994087Z,126.225.91.213,13012,207.64.247.254,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,707,92,2806,2
2025-08-08T05:06:03.994119Z,130.224.22.55,10936,125.179.174.107,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,1939,52,63716,2
2025-08-08T05:06:03.994151Z,20.57.58.21,51883,146.178.240.165,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,2826,151,32854,16
2025-08-08T05:06:03.994182Z,157.228.104.31,50054,232.3.33.157,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,741,44,87526,16
2025-08-08T05:06:03.994213Z,177.229.28.101,2806,158.14.188.216,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,2054,56,21449,16
2025-08-08T05:06:03.994288Z,50.122.34.248,57755,23.191.86.218,443,TCP,ALLOW,firewall-01,Connection allowed via TCP,2877,189,24004,1
2025-08-08T05:06:03.994324Z,246.119.204.243,56814,73.143.205.11,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,532,185,3411,2
2025-08-08T05:06:03.994356Z,100.228.159.218,13496,239.35.134.6,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,721,72,94336,1
2025-08-08T05:06:03.994387Z,191.42.109.141,7905,235.44.17.32,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,846,16,49072,2
2025-08-08T05:06:03.994419Z,165.208.199.127,6848,141.228.30.122,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,582,6,11525,16
2025-08-08T05:06:03.994450Z,185.6.52.68,58039,181.212.108.196,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,709,126,15458,0
2025-08-08T05:06:03.994481Z,44.111.247.116,5387,8.102.7.217,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,2533,24,7545,1
2025-08-08T05:06:03.994513Z,172.42.159.238,25358,87.128.178.70,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,2499,91,40387,16
2025-08-08T05:06:03.994544Z,33.201.61.55,56464,73.138.136.35,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2421,85,18242,1
2025-08-08T05:06:03.994576Z,199.137.224.228,61043,20.93.247.133,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,756,94,59827,1
2025-08-08T05:06:03.994636Z,55.39.123.34,25679,235.95.118.156,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,2846,107,9434,0
2025-08-08T05:06:03.994666Z,153.162.154.125,24398,56.198.75.15,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,266,139,41630,2
2025-08-08T05:06:03.994696Z,4.89.169.58,2911,55.190.51.93,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1389,160,45855,1
2025-08-08T05:06:03.994727Z,132.233.10.224,37313,2.128.88.226,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2222,51,40838,16
2025-08-08T05:06:03.994758Z,195.157.26.141,61579,76.61.115.88,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2319,32,43298,0
2025-08-08T05:06:03.994788Z,8.86.168.132,1988,194.109.100.146,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,1605,155,36726,16
2025-08-08T05:06:03.994818Z,61.133.92.57,3464,94.6.150.124,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,1598,199,43636,16
2025-08-08T05:06:03.994849Z,146.152.28.231,55651,86.66.166.131,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,776,171,50967,1
2025-08-08T05:06:03.994880Z,198.232.58.59,4072,32.132.251.95,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,714,43,16051,0
2025-08-08T05:06:03.994911Z,219.43.105.65,58368,198.235.254.16,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,1272,59,67241,16
2025-08-08T05:06:03.994974Z,109.138.153.209,3911,196.95.84.109,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,990,54,40706,2
2025-08-08T05:06:03.995009Z,9.125.163.22,61632,20.216.129.75,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,2766,170,32054,16
2025-08-08T05:06:03.995040Z,240.187.73.156,46487,75.169.196.122,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,946,55,59860,16
2025-08-08T05:06:03.995071Z,90.18.205.89,35574,119.181.60.128,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,2608,82,1617,16
2025-08-08T05:06:03.995103Z,165.211.58.30,14896,176.233.79.138,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1150,17,20137,1
2025-08-08T05:06:03.995133Z,51.154.127.90,36691,95.223.149.249,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2282,40,56067,2
2025-08-08T05:06:03.995190Z,52.211.142.70,28986,216.80.252.221,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2207,100,77948,16
2025-08-08T05:06:03.995225Z,145.198.44.166,16593,155.22.172.2,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,1193,36,48274,1
2025-08-08T05:06:03.995256Z,72.221.233.205,38943,137.181.244.230,80,UDP,BLOCK,firewall-01,Connection blocked via UDP,613,199,59558,1
2025-08-08T05:06:03.995288Z,141.58.102.153,64364,155.130.248.202,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,2079,93,65466,16
2025-08-08T05:06:03.995319Z,81.15.208.236,33532,71.230.192.175,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,1591,197,59064,16
2025-08-08T05:06:03.995351Z,211.24.221.165,28882,179.186.236.158,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,2542,143,59009,16
2025-08-08T05:06:03.995382Z,112.16.246.121,26818,254.120.198.214,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,368,74,661,16
2025-08-08T05:06:03.995413Z,57.113.144.26,40327,113.98.188.229,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,1799,3,16456,16
2025-08-08T05:06:03.995443Z,22.114.84.75,2019,168.122.55.207,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2486,104,28762,2
2025-08-08T05:06:03.995474Z,184.224.247.49,36473,195.227.189.152,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1060,22,90965,0
2025-08-08T05:06:03.995504Z,238.138.36.59,5129,186.58.93.116,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2451,188,85355,1
2025-08-08T05:06:03.995535Z,34.150.16.116,1554,204.231.206.164,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,797,196,38176,2
2025-08-08T05:06:03.995566Z,71.139.41.95,9924,115.118.60.19,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,854,115,97283,0
2025-08-08T05:06:03.995624Z,164.70.38.94,45028,24.246.34.93,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,1881,155,96867,0
2025-08-08T05:06:03.995661Z,214.53.174.6,55262,151.217.210.195,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,680,40,37778,1
2025-08-08T05:06:03.995693Z,171.126.97.136,8486,78.92.176.122,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,2072,132,64368,1
2025-08-08T05:06:03.995724Z,135.30.86.234,50795,8.254.250.247,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,364,7,16077,0
2025-08-08T05:06:03.995756Z,79.8.234.85,18446,115.216.171.242,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2839,129,52126,2
2025-08-08T05:06:03.995787Z,246.98.30.138,38683,50.180.32.250,443,TCP,ALLOW,firewall-01,Connection allowed via TCP,1853,94,82611,1
2025-08-08T05:06:03.995817Z,182.49.50.150,49048,111.44.195.202,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2065,92,55161,1
2025-08-08T05:06:03.995848Z,147.102.125.166,32554,1.146.95.4,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2754,162,63146,0
2025-08-08T05:06:03.995879Z,134.4.129.30,10408,227.233.28.249,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,987,48,59536,0
2025-08-08T05:06:03.995910Z,170.248.143.228,35328,203.17.51.66,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,1296,110,24905,2
2025-08-08T05:06:03.995940Z,23.30.107.134,6366,150.226.145.182,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,2094,96,90051,1
2025-08-08T05:06:03.995971Z,5.28.157.2,27054,244.167.131.105,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,2732,90,31460,2
2025-08-08T05:06:03.996001Z,107.152.148.3,61891,24.168.37.105,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1998,134,47289,1
2025-08-08T05:06:03.996047Z,18.100.16.124,32335,61.218.44.61,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2816,179,9486,16
2025-08-08T05:06:03.996086Z,71.94.250.193,27838,111.72.193.49,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2815,52,33960,16
2025-08-08T05:06:03.996124Z,82.22.115.6,46351,173.93.138.151,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2880,191,19028,1
2025-08-08T05:06:03.996156Z,78.134.73.180,55607,254.125.8.15,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,1261,28,42500,0
2025-08-08T05:06:03.996187Z,157.58.224.183,8884,40.94.218.91,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,151,186,3023,1
2025-08-08T05:06:03.996218Z,214.125.88.142,12888,235.35.126.127,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,625,101,9345,16
2025-08-08T05:06:03.996249Z,17.64.188.150,60902,44.43.251.24,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,1514,27,28152,2
2025-08-08T05:06:03.996279Z,100.232.231.33,58817,67.80.62.173,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1341,89,34211,16
2025-08-08T05:06:03.996309Z,249.132.159.77,50571,151.173.77.8,80,UDP,BLOCK,firewall-01,Connection blocked via UDP,2923,129,74853,16
2025-08-08T05:06:03.996340Z,93.238.234.158,3870,5.78.159.125,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,626,167,60820,0
2025-08-08T05:06:03.996371Z,117.90.151.14,16704,157.208.173.28,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,2905,123,45326,16
2025-08-08T05:06:03.996402Z,189.123.246.210,28490,111.198.19.65,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,2975,148,70667,1
2025-08-08T05:06:03.996433Z,34.105.206.3,60320,35.253.78.169,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,2827,8,26792,16
2025-08-08T05:06:03.996464Z,57.214.43.247,29964,19.160.18.175,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,784,200,49337,2
2025-08-08T05:06:03.996495Z,205.80.30.209,61215,175.125.111.201,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,2235,170,92807,16
2025-08-08T05:06:03.996526Z,254.86.134.37,51727,205.20.148.110,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1190,37,98853,16
2025-08-08T05:06:03.996557Z,216.49.29.243,46314,20.125.86.87,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,469,192,77668,1
2025-08-08T05:06:03.996589Z,228.92.180.65,47360,57.132.28.221,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,2398,146,67647,0
2025-08-08T05:06:03.996619Z,68.218.198.196,15444,28.163.250.46,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1653,162,55401,0
2025-08-08T05:06:03.996649Z,148.24.106.29,49885,209.170.116.179,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1931,36,45694,0
2025-08-08T05:06:03.996680Z,65.254.254.96,29400,120.108.168.233,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,169,140,5226,16
2025-08-08T05:06:03.996711Z,136.162.8.62,4614,74.205.190.220,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,205,110,24978,0
2025-08-08T05:06:03.996742Z,45.70.83.31,45645,65.31.178.197,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,2617,124,92086,1
2025-08-08T05:06:03.996780Z,101.51.62.231,37372,240.62.37.198,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1753,125,16384,0
2025-08-08T05:06:03.996828Z,51.149.156.234,25422,168.217.11.86,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,335,190,70444,16
2025-08-08T05:06:03.996855Z,221.49.181.14,31676,212.104.138.184,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2309,87,66569,1
2025-08-08T05:06:03.996895Z,168.113.128.88,1557,217.14.196.144,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,1942,103,54851,16
2025-08-08T05:06:03.996924Z,4.139.248.124,16943,11.231.35.62,80,UDP,BLOCK,firewall-01,Connection blocked via UDP,1314,191,62344,0
2025-08-08T05:06:03.996951Z,86.237.68.188,4094,224.52.16.159,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,601,200,24998,16
2025-08-08T05:06:03.996977Z,93.40.64.19,52512,138.56.181.214,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,1128,42,68361,1
2025-08-08T05:06:03.997003Z,6.176.36.174,17871,225.6.188.82,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,2523,199,97592,2
2025-08-08T05:06:03.997028Z,144.245.111.161,33531,15.168.199.136,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,2670,193,46311,1
2025-08-08T05:06:03.997054Z,193.229.176.68,43248,196.245.56.39,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1642,184,94719,1
2025-08-08T05:06:03.997081Z,37.208.21.208,54558,37.120.32.213,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1092,189,54786,16
2025-08-08T05:06:03.997107Z,37.184.172.223,1322,156.85.216.13,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,1488,33,87591,2
2025-08-08T05:06:03.997132Z,96.44.164.162,51971,62.194.90.84,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,128,151,81440,0
2025-08-08T05:06:03.997158Z,235.171.239.216,40336,252.105.79.76,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,721,112,63563,16
2025-08-08T05:06:03.997185Z,169.122.55.123,42094,21.116.214.53,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2860,36,63112,2
2025-08-08T05:06:03.997210Z,10.254.90.175,11640,123.78.45.145,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1744,105,79392,2
2025-08-08T05:06:03.997236Z,133.19.131.126,5032,156.150.214.243,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2610,77,22560,2
2025-08-08T05:06:03.997263Z,167.146.160.189,62837,77.148.229.41,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,1275,124,91159,0
2025-08-08T05:06:03.997288Z,107.230.68.170,44944,192.43.244.216,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,209,142,77169,0
2025-08-08T05:06:03.997315Z,19.38.45.98,51737,10.243.154.52,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,606,160,6076,1
2025-08-08T05:06:03.997341Z,201.159.184.197,61261,159.108.188.139,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,2716,69,25388,1
2025-08-08T05:06:03.997393Z,144.158.86.103,11206,216.186.233.147,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,436,89,40387,2
2025-08-08T05:06:03.997421Z,248.119.85.127,31148,11.231.195.106,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,513,26,18676,2
2025-08-08T05:06:03.997448Z,11.2.190.145,61450,249.102.183.251,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1453,188,15284,0
2025-08-08T05:06:03.997475Z,199.31.15.136,47616,219.47.165.1,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,341,116,59594,1
2025-08-08T05:06:03.997501Z,10.90.183.137,48134,19.91.157.72,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2650,78,33514,2
2025-08-08T05:06:03.997548Z,196.57.7.58,40352,65.191.74.40,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1613,193,39122,16
2025-08-08T05:06:03.997579Z,53.187.195.224,37086,242.105.227.174,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,574,99,15300,2
2025-08-08T05:06:03.997606Z,92.19.130.179,6407,161.163.12.86,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,236,186,93162,1
2025-08-08T05:06:03.997646Z,232.185.246.28,40384,147.89.83.252,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1663,123,29015,16
2025-08-08T05:06:03.997692Z,55.54.110.209,2301,77.140.203.32,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,903,72,46217,1
2025-08-08T05:06:03.997721Z,153.37.165.132,61126,227.198.10.118,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1339,112,38044,2
2025-08-08T05:06:03.997754Z,112.91.175.130,26243,232.132.213.171,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,1540,198,75288,16
2025-08-08T05:06:03.997793Z,119.188.129.59,13653,115.171.118.191,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,925,90,3120,0
2025-08-08T05:06:03.997868Z,228.14.175.27,3038,22.44.181.154,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,1238,98,77425,16
2025-08-08T05:06:03.997933Z,51.206.134.179,50593,102.252.193.245,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,990,94,51694,0
2025-08-08T05:06:03.997981Z,210.5.178.208,58927,98.155.206.90,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,2275,198,97202,1
2025-08-08T05:06:03.998029Z,212.94.64.46,24046,174.241.142.64,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1751,195,60153,0
2025-08-08T05:06:03.998109Z,107.49.157.45,63392,40.187.43.244,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,1186,68,84290,0
2025-08-08T05:06:03.998165Z,54.195.212.72,23450,224.147.114.19,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,2943,27,64377,1
2025-08-08T05:06:03.998212Z,80.6.5.71,12783,11.114.101.104,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1110,111,42910,1
2025-08-08T05:06:03.998260Z,78.111.196.28,65237,39.86.108.53,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2108,6,70598,16
2025-08-08T05:06:03.998306Z,88.166.72.7,50560,200.106.254.93,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,2093,179,38545,0
2025-08-08T05:06:03.998354Z,234.105.108.93,22173,210.99.21.95,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1442,21,9955,0
2025-08-08T05:06:03.998503Z,94.186.172.173,3095,240.35.110.1,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1081,66,94461,0
2025-08-08T05:06:03.998573Z,19.172.242.197,52077,167.157.211.9,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,251,53,29739,0
2025-08-08T05:06:03.998643Z,82.26.85.51,16749,203.134.13.213,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,1491,92,53268,0
2025-08-08T05:06:03.998679Z,63.148.196.102,45576,251.73.230.35,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,2254,199,32609,0
2025-08-08T05:06:03.998709Z,227.14.100.28,57333,54.194.16.157,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1980,139,43436,0
2025-08-08T05:06:03.998737Z,118.43.34.72,14965,141.238.199.74,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,584,144,94970,16
2025-08-08T05:06:03.998782Z,83.72.11.226,42751,72.201.18.89,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,2976,153,34605,0
2025-08-08T05:06:03.998842Z,248.82.84.238,53368,202.166.44.2,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2284,145,40221,2
2025-08-08T05:06:03.998905Z,124.140.145.74,10134,46.182.197.49,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,650,174,94480,2
2025-08-08T05:06:03.998958Z,177.157.67.68,57145,150.105.149.170,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2637,43,26730,16
2025-08-08T05:06:03.998993Z,205.250.168.164,35336,155.113.217.78,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,953,19,87488,2
2025-08-08T05:06:03.999072Z,5.212.244.115,10467,224.240.60.223,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2362,132,47138,2
2025-08-08T05:06:03.999107Z,76.243.101.59,59724,89.141.194.207,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1012,110,74444,2
2025-08-08T05:06:03.999135Z,231.252.97.190,4165,204.53.77.189,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,1585,176,47842,2
2025-08-08T05:06:03.999164Z,164.63.11.34,13620,173.17.254.85,443,TCP,ALLOW,firewall-01,Connection allowed via TCP,488,188,31745,1
2025-08-08T05:06:03.999192Z,230.11.39.56,15817,192.234.225.43,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,1245,66,51361,0
2025-08-08T05:06:03.999219Z,46.189.141.14,2323,194.202.163.135,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,952,41,55572,1
2025-08-08T05:06:03.999251Z,236.65.147.158,38007,95.139.13.24,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2210,46,91569,16
2025-08-08T05:06:03.999290Z,76.186.170.252,60087,221.13.17.218,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2956,120,19403,16
2025-08-08T05:06:03.999334Z,107.230.107.207,4620,122.215.191.118,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,2627,94,4932,1
2025-08-08T05:06:03.999480Z,85.184.137.215,18219,223.50.192.185,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,1544,73,99162,1
2025-08-08T05:06:03.999518Z,167.4.29.166,52100,73.203.13.58,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,2361,144,6419,2
2025-08-08T05:06:03.999550Z,206.114.156.34,48667,45.253.204.111,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,134,80,66343,0
2025-08-08T05:06:03.999585Z,96.230.91.46,61560,13.57.5.119,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,2692,128,79365,2
2025-08-08T05:06:03.999657Z,115.28.179.60,54964,183.253.136.202,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,2755,12,12857,0
2025-08-08T05:06:03.999704Z,203.33.56.194,3597,53.14.90.234,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,1696,54,44175,16
2025-08-08T05:06:03.999735Z,46.94.243.245,58122,162.88.29.28,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,844,28,79150,1
2025-08-08T05:06:03.999764Z,20.180.10.18,29426,152.54.9.169,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,800,188,59765,16
2025-08-08T05:06:03.999792Z,113.248.133.36,36813,131.212.35.20,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,1983,117,88066,1
2025-08-08T05:06:03.999819Z,19.2.209.196,63475,78.133.15.176,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,99,162,8636,0
2025-08-08T05:06:03.999846Z,31.116.105.244,40601,117.151.83.123,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,744,91,30408,2
2025-08-08T05:06:03.999873Z,84.197.78.13,47683,27.220.56.116,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1062,77,50434,2
2025-08-08T05:06:03.999900Z,61.199.139.147,20223,190.123.166.201,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,609,187,11909,2
2025-08-08T05:06:03.999926Z,74.1.106.33,39976,153.44.161.79,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,1198,143,62280,1
2025-08-08T05:06:03.999952Z,133.81.236.209,12723,39.164.171.42,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2920,153,13604,2
2025-08-08T05:06:03.999978Z,53.34.69.217,22342,49.251.104.47,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,2802,156,49937,16
