timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,device,message
2025-08-06T19:47:24.873667Z,60.11.167.176,48674,196.175.213.137,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.873689Z,54.118.132.155,11577,88.207.144.12,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.873735Z,87.141.110.148,60027,247.150.9.38,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873761Z,234.199.191.41,41201,239.135.79.73,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873805Z,109.34.64.163,8478,120.173.6.132,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873833Z,121.19.149.194,23499,34.39.230.96,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873857Z,213.224.17.247,24559,140.42.244.35,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873880Z,53.43.18.215,29718,9.120.202.20,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873903Z,116.28.135.121,1124,80.222.106.243,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.873927Z,110.34.54.26,58103,19.245.168.190,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873951Z,7.14.153.238,43510,33.179.31.223,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873974Z,170.216.249.125,59741,13.25.29.37,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873997Z,166.130.160.206,50636,159.27.7.65,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874020Z,89.209.236.186,50823,83.170.140.125,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874043Z,186.38.118.49,14404,100.44.153.30,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.874065Z,79.19.109.208,42304,174.207.57.191,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874089Z,239.99.251.122,55570,146.53.159.28,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.874112Z,5.26.6.85,14224,113.70.245.65,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874134Z,91.27.80.85,22762,156.164.69.169,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874158Z,38.43.153.242,42475,136.192.52.194,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.874203Z,79.26.239.112,30643,199.54.118.83,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874228Z,28.34.114.131,10083,199.110.91.66,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874252Z,230.81.112.48,27060,33.211.160.152,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874275Z,190.230.227.111,26678,86.177.204.63,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874298Z,121.46.119.68,16664,11.213.249.80,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874321Z,32.46.243.238,1243,6.122.171.66,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874344Z,34.5.155.14,26592,149.181.68.84,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.874367Z,57.77.44.43,54527,139.18.44.151,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.874390Z,157.109.44.7,37050,46.227.86.139,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874414Z,193.127.57.173,24991,43.94.212.181,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.874437Z,199.142.15.28,12385,178.12.214.219,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.874460Z,209.97.125.200,26980,126.123.2.80,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874483Z,38.18.54.7,32921,92.202.126.114,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.874507Z,15.82.51.154,31077,77.208.24.65,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874530Z,221.191.34.229,41555,42.71.190.118,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.874553Z,110.75.54.238,1199,120.6.252.12,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.874576Z,62.147.60.99,10591,212.133.24.38,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.874620Z,199.54.77.117,45713,253.94.28.121,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874647Z,130.229.252.163,40694,115.12.106.26,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874671Z,54.34.84.109,42257,135.95.36.192,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874694Z,206.58.34.222,31214,223.180.230.86,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874717Z,169.198.225.200,2409,157.200.20.110,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.874740Z,153.226.76.208,59369,246.58.82.26,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874764Z,210.251.103.42,7805,247.240.126.19,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.874787Z,104.90.132.35,4069,238.70.32.157,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874810Z,242.35.82.182,13944,179.202.73.25,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874833Z,150.14.65.66,2376,249.127.137.88,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.874856Z,158.191.58.152,63627,191.68.26.203,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.874879Z,47.45.134.95,12791,193.243.105.106,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.874901Z,86.113.24.119,3246,56.33.33.25,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874925Z,60.254.94.101,24840,192.217.125.40,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874949Z,62.254.212.3,8928,188.40.247.243,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.874972Z,242.64.121.2,40288,117.152.237.43,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.874996Z,247.112.102.87,38610,71.50.56.164,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.875019Z,226.87.71.226,13834,170.120.167.5,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.875043Z,93.99.18.214,12523,75.55.251.239,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875066Z,133.70.71.222,39492,207.111.148.243,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875089Z,32.14.78.30,61239,54.117.103.35,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.875112Z,92.34.102.49,34656,227.184.167.231,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875135Z,182.12.160.71,40628,238.234.213.150,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875159Z,3.46.72.148,47067,8.132.183.180,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.875189Z,75.211.50.159,60193,128.227.67.137,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875212Z,203.224.47.48,40198,184.112.108.245,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875235Z,95.202.125.27,47653,250.212.212.75,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875258Z,54.99.52.219,4866,45.91.14.49,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.875281Z,17.147.170.107,64982,217.232.118.109,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.875304Z,229.191.175.238,29898,182.129.14.132,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.875327Z,117.213.223.188,26294,133.16.212.190,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875350Z,234.95.69.116,35280,134.7.220.158,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.875373Z,42.230.88.173,6982,46.154.49.123,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875396Z,69.221.125.73,60047,144.104.93.45,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875419Z,179.172.231.103,6559,82.105.115.71,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.875464Z,82.69.33.1,39785,221.37.228.87,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.875490Z,141.240.160.13,21485,241.55.65.163,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875514Z,82.97.199.107,42412,53.130.6.68,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875557Z,20.31.187.138,12291,160.28.163.132,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875586Z,99.26.61.114,60026,34.4.104.215,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875610Z,238.103.202.9,45008,248.211.20.31,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875633Z,108.172.157.149,51230,3.157.163.153,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.875656Z,190.59.45.239,25182,198.160.169.172,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.875680Z,11.220.114.184,33809,90.68.75.15,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875704Z,182.224.58.168,17258,230.163.7.59,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875728Z,189.54.2.71,33475,161.63.74.242,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875751Z,17.221.57.155,9190,82.3.181.61,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.875775Z,90.72.4.249,39197,241.6.137.218,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875799Z,110.8.243.35,61049,121.214.114.66,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.875823Z,35.129.7.82,15628,118.71.189.236,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.875846Z,171.222.40.189,60730,167.211.250.207,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.875870Z,198.125.68.45,29897,132.238.45.241,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.875893Z,197.198.4.173,36365,34.107.22.143,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875916Z,228.230.38.248,25875,187.121.17.78,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.875940Z,166.250.219.68,6692,196.43.8.242,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.875963Z,164.60.68.208,38333,241.220.202.25,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.875986Z,166.235.228.63,28298,29.207.86.132,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876009Z,107.228.127.237,58587,159.228.46.229,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876032Z,34.32.229.238,17549,69.219.108.33,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876087Z,206.84.122.165,36495,216.241.166.113,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876112Z,243.245.207.63,47183,191.176.37.69,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.876136Z,3.110.235.129,33604,98.49.19.3,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876160Z,233.22.231.162,58567,164.7.52.109,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876183Z,1.65.221.211,40850,27.114.34.48,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.876206Z,234.45.166.95,44669,48.242.70.81,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876230Z,245.226.9.178,61999,136.138.144.64,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.876253Z,11.78.110.83,62425,175.164.34.100,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876277Z,177.10.205.114,15581,87.83.217.179,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876300Z,93.166.27.111,6034,82.152.13.162,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.876324Z,240.52.168.53,42290,126.38.38.176,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876368Z,99.100.140.136,51085,176.9.112.125,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876395Z,32.131.21.64,12217,52.37.5.53,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876419Z,111.249.183.131,21600,121.40.61.211,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.876443Z,147.11.16.157,11154,72.43.191.8,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.876466Z,193.38.145.146,47642,13.111.60.114,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876490Z,125.20.160.12,5413,218.211.36.19,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876513Z,96.18.37.247,5191,80.91.212.21,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876536Z,26.48.57.55,48893,143.248.196.195,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876559Z,214.158.54.249,29727,62.157.91.214,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.876582Z,174.17.66.36,1422,176.180.249.155,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876606Z,213.195.207.11,27167,29.11.76.41,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.876629Z,160.228.251.10,55822,200.8.44.32,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876652Z,114.62.66.119,40521,90.36.92.156,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.876675Z,170.38.125.60,27087,234.211.156.235,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876698Z,8.104.91.130,43741,214.68.6.59,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876721Z,191.104.16.142,25604,116.179.54.106,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876744Z,244.103.102.145,29369,237.119.225.252,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876767Z,70.166.118.193,22766,116.137.234.59,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.876791Z,20.83.5.246,30853,228.198.75.110,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.876814Z,58.108.51.3,4159,14.73.32.203,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.876837Z,11.99.220.233,41563,145.245.223.4,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.876860Z,240.132.184.215,62987,188.107.206.241,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.876884Z,98.23.76.35,65142,91.32.46.108,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.876907Z,61.151.180.196,47972,250.15.97.36,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.876930Z,138.139.241.12,54736,243.180.78.22,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.876953Z,81.248.224.247,55696,217.217.162.217,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.876976Z,35.223.112.45,60363,132.202.126.134,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877000Z,4.240.198.223,41870,6.188.206.33,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877023Z,137.200.141.165,31413,111.125.14.20,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877046Z,175.67.144.203,47527,172.162.90.132,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877068Z,142.218.203.21,32618,199.156.174.20,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877091Z,220.181.116.125,8964,65.102.103.191,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877114Z,175.161.243.218,32086,110.45.216.128,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.877138Z,191.116.251.206,3751,99.210.62.103,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.877161Z,14.148.107.69,19531,36.8.51.206,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877198Z,178.62.169.177,15046,127.95.30.245,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.877224Z,60.211.142.147,36583,90.70.40.240,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877247Z,92.65.41.53,56744,34.59.181.141,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.877270Z,241.20.51.142,37647,233.174.9.55,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877314Z,29.14.31.174,16588,253.28.26.137,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877342Z,136.40.191.80,14961,165.79.100.88,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877366Z,206.95.247.207,51290,116.164.208.137,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.877390Z,216.226.229.141,30909,180.21.212.96,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877414Z,157.199.42.100,12956,52.96.96.91,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877437Z,107.173.202.154,13268,19.169.122.87,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.877461Z,54.17.159.196,23810,254.9.213.57,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877484Z,16.194.31.58,64858,236.205.132.61,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877507Z,12.38.109.10,34137,23.54.209.139,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.877530Z,175.79.214.41,14161,111.160.33.76,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877553Z,81.95.96.41,52198,83.92.112.91,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877577Z,241.3.224.195,51315,90.222.47.90,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.877600Z,228.140.57.248,20218,198.247.113.216,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.877623Z,250.169.81.30,55879,80.131.145.113,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877646Z,243.151.213.51,49273,73.159.87.193,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.877673Z,155.42.29.40,6401,14.115.19.197,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.877696Z,183.169.103.203,50175,23.164.149.238,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877720Z,29.41.228.229,1375,70.90.243.3,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877743Z,64.17.180.206,58280,227.198.250.107,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877766Z,45.206.103.223,29347,42.103.168.52,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877790Z,14.122.248.130,54400,237.207.8.7,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877813Z,43.57.101.69,4096,31.15.178.167,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.877836Z,10.195.111.174,19127,30.185.200.10,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.877859Z,17.158.177.14,37693,80.63.152.166,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.877883Z,149.170.42.254,31563,209.58.87.67,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.877906Z,114.225.173.84,9424,120.142.198.210,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.877953Z,67.202.73.101,1318,166.195.98.135,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.877978Z,58.227.222.186,12973,12.217.134.233,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878002Z,167.116.246.201,31948,162.116.99.103,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878025Z,224.125.200.10,45891,174.67.232.154,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.878049Z,98.166.235.107,19944,143.229.91.110,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878087Z,247.77.13.137,42408,33.198.163.73,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878113Z,129.23.28.30,25554,212.81.109.243,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.878136Z,84.73.105.253,18639,151.73.99.208,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878160Z,196.167.221.92,62414,232.99.87.211,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.878184Z,171.248.126.87,36940,210.248.219.76,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878207Z,37.116.226.83,43593,142.133.111.154,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878231Z,220.41.37.137,31086,75.210.16.213,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.878254Z,89.239.127.208,6032,184.170.193.16,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878277Z,184.50.169.84,20264,166.182.131.120,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878301Z,31.133.43.42,21445,26.226.217.5,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878324Z,34.182.250.17,9926,10.151.185.254,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878347Z,140.156.243.130,55440,39.242.158.70,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878371Z,22.60.2.109,55060,252.66.84.151,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.878394Z,227.235.46.20,55929,162.128.53.104,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878417Z,91.151.194.66,50447,86.111.137.33,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878538Z,16.91.201.44,34040,24.85.175.139,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878581Z,236.165.176.9,53170,180.78.45.233,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878611Z,79.241.95.101,55896,201.239.27.185,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878638Z,113.168.234.22,59996,20.219.29.214,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.878664Z,187.55.32.87,12646,127.27.91.63,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.878689Z,205.59.50.252,13711,45.4.219.12,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878714Z,241.178.253.153,5348,5.167.193.149,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878739Z,172.120.235.252,8482,240.91.193.9,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878763Z,193.156.68.20,26294,29.155.75.35,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878788Z,47.232.74.34,62924,152.31.231.62,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.878812Z,85.179.234.124,43355,22.227.11.133,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.878836Z,89.131.93.88,23053,42.128.228.115,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.878860Z,85.99.155.38,58521,215.112.29.55,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878884Z,143.208.92.166,36179,154.101.226.237,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878908Z,201.233.187.26,54870,235.139.220.195,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.878931Z,222.136.165.62,24346,172.117.192.199,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.878955Z,182.29.238.226,5887,248.230.45.238,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
